state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations
West Bengal,2019,3W,109595,29376
Gujarat,2023,2W,105682,0
Gujarat,2016,3W,42531,10223
Maharashtra,2023,3W,40213,729
Punjab,2018,3W,128884,40127
Delhi,2021,3W,78042,10334
Jharkhand,2018,4W,156205,35539
Punjab,2021,3W,42525,12172
Haryana,2023,3W,68766,3686
Gujarat,2019,2W,82208,14556
Maharashtra,2016,3W,69615,0
Jharkhand,2019,2W,86801,29018
Delhi,2024,4W,118492,22711
Karnataka,2018,3W,110997,10942
Gujarat,2018,2W,46782,5831
Telangana,2018,3W,42397,1105
Punjab,2016,4W,69412,28167
Jharkhand,2022,4W,68837,24311
Jharkhand,2017,3W,84788,9749
Telangana,2017,3W,26885,2355
Telangana,2018,4W,38137,8361
Madhya Pradesh,2021,3W,76125,34340
Telangana,2019,2W,99348,6251
Bihar,2024,2W,97592,28186
Punjab,2024,4W,84050,21251
Karnataka,2018,2W,37119,3457
Telangana,2021,3W,76754,23586
Karnataka,2020,2W,67800,20281
Punjab,2022,3W,60432,8086
Gujarat,2023,2W,67365,20276
Assam,2016,3W,50928,12260
Telangana,2019,4W,18152,2917
Punjab,2017,2W,87816,25289
Bihar,2019,2W,86904,2636
Telangana,2020,4W,134011,44573
Karnataka,2024,3W,40216,4511
Telangana,2019,4W,123265,20576
Punjab,2024,2W,103787,17176
Karnataka,2019,2W,55542,9251
Delhi,2019,2W,105543,38266
Gujarat,2020,4W,43344,8307
Kerala,2018,2W,80801,6212
Kerala,2018,3W,34907,4456
Gujarat,2016,2W,97479,39559
Madhya Pradesh,2023,3W,60248,11335
Punjab,2024,2W,77114,12761
Assam,2017,2W,85094,11330
Odisha,2017,3W,113126,30675
Assam,2021,2W,131044,24264
Kerala,2022,4W,48324,11661
Chhattisgarh,2016,3W,62773,6008
Uttar Pradesh,2023,3W,116764,10127
Tamil Nadu,2018,3W,77860,22506
Odisha,2022,3W,94723,21928
Assam,2016,3W,61018,15085
Delhi,2022,3W,94913,22304
Karnataka,2018,3W,90605,10088
Tamil Nadu,2018,4W,56886,14095
Karnataka,2019,2W,103612,11989
Chhattisgarh,2019,2W,37951,9165
Maharashtra,2016,4W,97495,25892
Odisha,2022,2W,76144,13340
Maharashtra,2017,3W,71232,5996
West Bengal,2024,2W,94214,11121
Chhattisgarh,2020,3W,69634,8633
Karnataka,2018,2W,79860,5505
Delhi,2019,3W,54837,10885
Gujarat,2023,3W,96092,8987
Gujarat,2024,3W,63038,11507
Uttar Pradesh,2022,2W,49176,6514
Karnataka,2023,2W,82887,10583
Madhya Pradesh,2022,2W,145658,29869
Gujarat,2022,4W,114859,12159
Kerala,2020,3W,48557,6164
Rajasthan,2019,2W,49036,12596
Assam,2020,2W,125468,11434
Telangana,2020,4W,98442,17609
Tamil Nadu,2018,2W,102671,0
Haryana,2024,3W,97499,5880
Assam,2018,2W,111436,39406
Haryana,2022,3W,69741,0
Punjab,2024,3W,109467,5796
Karnataka,2018,3W,116987,24056
Madhya Pradesh,2022,3W,104378,21414
Odisha,2021,3W,109393,13986
Karnataka,2016,3W,90688,9190
Karnataka,2016,3W,92515,17652
Haryana,2019,2W,58984,14784
Telangana,2017,4W,110096,4128
Delhi,2024,3W,73178,11575
Telangana,2018,3W,119544,25002
Kerala,2018,3W,91688,22930
Gujarat,2020,4W,115293,5987
Punjab,2022,4W,75189,18337
Gujarat,2016,4W,30434,3426
Gujarat,2024,4W,100485,17997
Gujarat,2020,3W,55351,16967
Punjab,2020,4W,43139,13187
Odisha,2020,4W,70751,21464
Haryana,2018,2W,97672,11577
Kerala,2018,2W,67940,4358
Karnataka,2024,3W,74856,16384
Bihar,2020,3W,92261,12560
Chhattisgarh,2020,4W,108971,8760
Kerala,2016,2W,101831,7800
Karnataka,2019,4W,17188,2050
Gujarat,2016,4W,57352,7090
Maharashtra,2017,2W,70816,12894
Odisha,2020,4W,125608,18936
Tamil Nadu,2022,2W,96989,5171
Telangana,2024,3W,97673,14889
Delhi,2020,4W,119548,0
Chhattisgarh,2021,4W,69164,10082
Chhattisgarh,2022,2W,55632,299
Delhi,2023,4W,68943,13433
West Bengal,2024,2W,59924,4042
Gujarat,2022,3W,69728,11982
Jharkhand,2016,2W,107855,17443
Assam,2016,2W,36163,753
Telangana,2017,2W,59976,10777
Punjab,2016,4W,13785,3108
Gujarat,2017,3W,35542,6594
Chhattisgarh,2018,4W,84533,22457
Maharashtra,2019,2W,60773,13431
Rajasthan,2019,4W,86738,12611
Telangana,2022,3W,88629,20956
West Bengal,2020,3W,95119,31122
Kerala,2024,4W,93212,16584
Uttar Pradesh,2016,2W,17229,4214
Jharkhand,2023,4W,108753,20260
Uttar Pradesh,2020,4W,52624,4624
Chhattisgarh,2023,2W,102403,7841
Madhya Pradesh,2018,2W,122105,18927
Madhya Pradesh,2018,2W,61737,6962
Madhya Pradesh,2016,4W,117917,16795
Punjab,2022,4W,79786,20572
Karnataka,2018,2W,122127,19160
Odisha,2022,2W,121496,36570
Tamil Nadu,2023,2W,33401,6013
Delhi,2023,4W,75121,14719
Delhi,2016,4W,75203,11495
Gujarat,2020,4W,117270,28001
Chhattisgarh,2019,4W,141357,488
Tamil Nadu,2016,3W,43993,5632
Gujarat,2017,2W,76440,1399
Uttar Pradesh,2019,2W,31335,6255
Madhya Pradesh,2019,2W,77495,9789
Gujarat,2023,3W,84246,14635
Jharkhand,2021,4W,72687,1873
Karnataka,2021,4W,83031,15454
Telangana,2022,4W,88018,20718
Tamil Nadu,2019,4W,65063,17118
Uttar Pradesh,2020,2W,105513,23072
Gujarat,2016,3W,40351,9082
Odisha,2021,3W,79901,11321
Odisha,2022,3W,117514,23549
Maharashtra,2019,4W,82062,14908
Delhi,2018,2W,80081,18620
Madhya Pradesh,2024,4W,47115,7639
Telangana,2016,4W,55191,9743
Maharashtra,2023,2W,72971,11539
Odisha,2022,4W,83642,20103
Telangana,2021,4W,24509,1519
Telangana,2020,2W,110767,30205
Gujarat,2024,2W,61738,20399
Kerala,2019,4W,86438,12776
Rajasthan,2017,3W,155103,36369
Delhi,2024,2W,104544,29397
Odisha,2024,2W,83050,9880
Tamil Nadu,2023,2W,63477,0
Delhi,2019,4W,23730,9556
Tamil Nadu,2016,2W,36085,8920
Telangana,2020,4W,79308,11443
Delhi,2023,3W,117517,23499
Jharkhand,2022,2W,95253,24407
Maharashtra,2020,3W,160735,41805
Assam,2022,3W,104647,26774
Tamil Nadu,2016,3W,30816,7691
Maharashtra,2023,2W,98979,9030
Kerala,2017,4W,20252,1491
Rajasthan,2017,4W,46373,7368
Jharkhand,2017,2W,102364,17985
Bihar,2016,2W,113983,43933
Telangana,2021,2W,49318,17010
Chhattisgarh,2023,4W,80884,17267
Rajasthan,2024,4W,95543,40447
Punjab,2018,2W,28195,6316
Maharashtra,2021,2W,46905,3330
Bihar,2020,2W,59798,9581
West Bengal,2018,4W,107034,22690
Bihar,2023,3W,70255,4536
Haryana,2017,2W,65454,11042
Rajasthan,2022,2W,34421,0
Madhya Pradesh,2017,4W,74883,10055
Gujarat,2020,3W,58753,15497
Maharashtra,2016,3W,117652,26364
Maharashtra,2023,3W,53341,9641
Bihar,2017,3W,146199,34301
Telangana,2016,4W,111405,38745
West Bengal,2021,3W,111508,21104
Gujarat,2021,3W,70635,6205
Uttar Pradesh,2016,2W,86012,1788
Karnataka,2019,2W,50135,5344
Uttar Pradesh,2017,3W,112348,21072
Rajasthan,2024,3W,100262,22405
Assam,2019,2W,90220,17855
Bihar,2023,4W,93962,11740
Telangana,2019,4W,100019,28900
Jharkhand,2020,4W,51606,0
Gujarat,2021,4W,79604,16959
Madhya Pradesh,2016,3W,48911,3193
Delhi,2019,2W,60808,9214
Karnataka,2020,4W,108239,20105
Madhya Pradesh,2016,2W,61107,4704
Rajasthan,2016,2W,72279,16300
Kerala,2016,2W,97091,11670
Karnataka,2020,2W,36925,7269
Rajasthan,2022,4W,34499,7032
West Bengal,2018,2W,76224,15752
Bihar,2018,4W,89259,11921
Karnataka,2016,3W,112559,10313
Rajasthan,2016,2W,56653,7387
Telangana,2021,2W,71593,12621
Madhya Pradesh,2019,2W,61577,10056
Tamil Nadu,2017,3W,57654,11965
Maharashtra,2020,3W,146899,13888
Maharashtra,2021,3W,47696,9276
Punjab,2017,2W,76343,22921
Jharkhand,2020,3W,131284,28500
Haryana,2017,2W,90330,14680
Karnataka,2022,2W,126756,26236
Bihar,2019,4W,80401,2946
Assam,2019,2W,109419,12049
Odisha,2020,2W,31335,8010
Telangana,2018,4W,84419,18291
Telangana,2019,3W,118826,25850
Maharashtra,2020,2W,134138,16803
Chhattisgarh,2017,2W,159398,7303
Maharashtra,2019,3W,40141,15147
Gujarat,2021,2W,47791,2040
Delhi,2021,2W,109205,14059
Odisha,2022,3W,90107,22196
Chhattisgarh,2024,2W,120220,31565
Kerala,2022,2W,30919,3648
Tamil Nadu,2023,3W,7915,437
Bihar,2018,2W,73996,3806
Uttar Pradesh,2023,2W,138185,41324
Delhi,2023,3W,110400,9747
Delhi,2017,4W,89815,25400
Punjab,2016,4W,71810,9323
Karnataka,2024,4W,33832,11130
Punjab,2024,2W,80172,21721
Haryana,2024,3W,72137,25569
Karnataka,2023,2W,120475,41050
Haryana,2019,3W,64252,16757
Chhattisgarh,2020,2W,76385,31655
Uttar Pradesh,2023,4W,78827,2232
Rajasthan,2017,3W,69672,1925
Maharashtra,2024,4W,72188,10882
Jharkhand,2024,4W,92119,15451
Tamil Nadu,2016,2W,64606,12793
West Bengal,2017,3W,63548,4249
Bihar,2022,2W,46061,12006
Bihar,2019,3W,83410,14274
Assam,2017,3W,62917,8036
Telangana,2024,3W,52474,9272
Delhi,2022,4W,90470,19197
Telangana,2017,2W,109407,2950
Gujarat,2022,3W,67417,16018
Uttar Pradesh,2021,2W,76156,3448
Punjab,2023,3W,98738,10597
Gujarat,2016,2W,113259,22986
Delhi,2024,2W,78193,2519
Tamil Nadu,2018,4W,25942,5500
Jharkhand,2019,4W,70418,15574
Telangana,2024,2W,104439,6691
Maharashtra,2023,3W,55622,7212
Haryana,2017,2W,82850,30319
Gujarat,2021,3W,83517,3592
Assam,2018,4W,102453,23276
Delhi,2016,3W,63005,21009
Haryana,2018,4W,36140,4160
Punjab,2020,4W,61078,15990
Tamil Nadu,2016,3W,84238,9492
Uttar Pradesh,2021,4W,94149,7046
Uttar Pradesh,2016,2W,117403,22713
Uttar Pradesh,2024,2W,67546,4450
Karnataka,2019,3W,131531,15173
Bihar,2018,4W,100703,5424
Gujarat,2020,4W,101770,31311
Tamil Nadu,2016,2W,78560,18068
Chhattisgarh,2017,2W,52120,19647
Chhattisgarh,2016,2W,87046,16486
Kerala,2018,2W,42949,6026
Uttar Pradesh,2021,3W,64595,21758
Haryana,2017,4W,47243,1263
Bihar,2019,2W,66915,13360
Maharashtra,2018,3W,63075,10790
Odisha,2018,2W,35544,10949
Kerala,2017,4W,100944,9937
Haryana,2022,2W,59085,6821
West Bengal,2018,3W,85583,0
Uttar Pradesh,2019,3W,51521,15456
West Bengal,2016,2W,87882,12004
Jharkhand,2024,3W,92396,14567
Kerala,2024,3W,90633,24398
Chhattisgarh,2023,4W,65963,13330
Karnataka,2019,2W,44060,12853
Karnataka,2024,3W,23194,1337
Delhi,2018,3W,42257,6351
Rajasthan,2016,3W,74564,18404
Uttar Pradesh,2022,4W,135312,5862
Chhattisgarh,2024,3W,135549,34449
Punjab,2023,2W,83679,19998
Gujarat,2022,2W,100697,22133
Karnataka,2020,3W,108476,34910
Rajasthan,2019,3W,179812,40725
Chhattisgarh,2019,2W,45622,5714
Kerala,2017,3W,65169,16225
West Bengal,2024,2W,56498,6950
Punjab,2022,4W,101817,23722
Uttar Pradesh,2016,3W,82492,28330
Maharashtra,2020,2W,88546,15215
Maharashtra,2023,3W,94435,18063
Rajasthan,2019,3W,81315,28254
Maharashtra,2017,2W,97454,16742
Assam,2024,2W,106586,0
Tamil Nadu,2022,2W,84452,9949
Bihar,2022,4W,60397,28293
Madhya Pradesh,2021,2W,40248,2288
Gujarat,2020,2W,111610,11769
Delhi,2016,4W,37383,11759
Madhya Pradesh,2024,2W,52607,19221
Kerala,2022,4W,21441,2171
Rajasthan,2021,3W,84975,13199
Gujarat,2017,3W,83033,20760
Punjab,2020,4W,101884,0
Delhi,2020,3W,104750,22511
Rajasthan,2021,3W,83424,20583
Kerala,2019,2W,87745,14699
Tamil Nadu,2022,2W,44913,2674
Jharkhand,2016,3W,78643,15070
Kerala,2024,3W,62097,8254
Tamil Nadu,2020,4W,16943,4764
Haryana,2020,4W,47812,7336
Tamil Nadu,2022,2W,76466,883
Punjab,2017,2W,70938,9857
Tamil Nadu,2019,3W,42225,5630
Uttar Pradesh,2016,2W,47978,7289
Bihar,2016,3W,60078,22021
Chhattisgarh,2019,2W,83969,11951
Uttar Pradesh,2016,2W,36369,7071
Kerala,2017,3W,68069,12775
Rajasthan,2018,2W,112776,20706
Haryana,2023,4W,85459,12610
Telangana,2023,3W,53844,1955
Telangana,2024,4W,101352,8988
West Bengal,2021,2W,78061,26483
Telangana,2019,2W,118618,94
Odisha,2019,4W,2684,641
Punjab,2019,3W,78076,7557
Maharashtra,2017,4W,144486,17714
Jharkhand,2017,2W,97667,31574
Uttar Pradesh,2020,3W,95131,11360
Bihar,2018,4W,140502,31607
Odisha,2021,2W,129159,28052
Kerala,2022,2W,96876,2976
Kerala,2020,4W,78224,34129
Bihar,2024,3W,97540,13362
Bihar,2016,2W,107365,28874
Karnataka,2019,2W,94452,18927
Punjab,2016,3W,63828,6877
Bihar,2016,4W,120360,14153
Odisha,2022,4W,120500,6717
Kerala,2017,4W,40649,3938
Madhya Pradesh,2016,2W,61188,17991
Maharashtra,2016,4W,102838,27145
Jharkhand,2019,4W,99828,7949
Tamil Nadu,2024,4W,95122,1462
Assam,2017,4W,126107,43405
Tamil Nadu,2017,2W,102145,22491
Telangana,2020,3W,59042,8514
Maharashtra,2022,2W,73842,16804
Bihar,2023,2W,64998,7495
Jharkhand,2017,3W,36695,8941
Karnataka,2020,2W,96321,24869
Tamil Nadu,2021,2W,9294,1860
Tamil Nadu,2016,2W,69439,13256
Delhi,2016,2W,45912,10416
Telangana,2017,2W,99348,22776
Assam,2021,2W,68147,23222
Karnataka,2024,3W,35934,11646
Rajasthan,2017,4W,77983,17528
Kerala,2017,3W,130705,22685
Delhi,2020,4W,81713,14011
Kerala,2018,2W,68837,8317
Delhi,2024,2W,61629,10062
Madhya Pradesh,2018,3W,46099,9871
Rajasthan,2018,4W,96961,11219
Kerala,2018,2W,67905,424
Haryana,2019,3W,122301,17225
Gujarat,2017,4W,77326,15256
Rajasthan,2024,2W,73636,19214
Tamil Nadu,2019,3W,88707,8430
Haryana,2022,3W,139023,24338
Punjab,2021,4W,46024,7064
Punjab,2016,4W,90304,19442
Rajasthan,2016,2W,66193,0
Uttar Pradesh,2021,4W,72337,7199
Rajasthan,2020,3W,117905,21241
Chhattisgarh,2016,4W,114115,14860
Tamil Nadu,2016,4W,124492,40386
Tamil Nadu,2020,2W,53976,18768
Gujarat,2017,2W,77784,437
Maharashtra,2019,3W,61502,17708
Rajasthan,2023,3W,55179,2575
Tamil Nadu,2023,4W,43359,6439
West Bengal,2019,3W,81601,7144
Tamil Nadu,2021,4W,93036,22319
Odisha,2024,3W,112588,26257
Chhattisgarh,2022,4W,67789,9603
Kerala,2021,2W,60817,10985
Maharashtra,2021,3W,124283,39089
Punjab,2022,3W,95763,11108
Delhi,2016,4W,72024,8793
Delhi,2022,3W,14149,3069
Haryana,2017,3W,72447,11935
Delhi,2023,3W,108082,12497
Telangana,2020,4W,136364,42911
Tamil Nadu,2023,2W,27695,6441
Assam,2019,2W,65973,4110
Maharashtra,2024,2W,87156,21860
Delhi,2024,3W,58392,15044
Uttar Pradesh,2021,3W,66908,13650
Kerala,2020,2W,122844,27443
Odisha,2019,3W,111999,28277
Assam,2019,4W,42875,9585
Uttar Pradesh,2019,2W,48551,8382
Jharkhand,2017,2W,111344,29750
Jharkhand,2023,2W,44050,6196
Kerala,2023,3W,48107,16204
Telangana,2020,4W,57600,10770
Haryana,2024,2W,87227,26610
Uttar Pradesh,2016,2W,44463,4510
Telangana,2017,4W,41366,0
Tamil Nadu,2017,3W,101985,18347
Haryana,2021,4W,109307,13169
Punjab,2021,4W,104304,22510
Assam,2023,2W,89542,12210
Punjab,2023,3W,56643,17611
Maharashtra,2021,4W,116462,13790
Rajasthan,2016,2W,103367,33467
Punjab,2022,3W,66807,14489
Jharkhand,2016,3W,113090,40177
Maharashtra,2021,4W,113551,19339
Punjab,2019,2W,50457,5497
Punjab,2023,3W,45630,7961
Haryana,2017,4W,105840,32102
Haryana,2018,2W,98799,0
Karnataka,2019,2W,80051,0
Karnataka,2016,3W,123138,7770
Tamil Nadu,2020,3W,94745,5046
Delhi,2023,4W,152635,53770
West Bengal,2016,3W,53035,6076
Delhi,2019,2W,103056,25877
Delhi,2018,4W,77820,17627
Tamil Nadu,2019,4W,118478,34490
Punjab,2024,4W,54846,6347
Haryana,2023,3W,79299,0
Assam,2022,4W,91797,16599
Chhattisgarh,2018,2W,79274,21746
Madhya Pradesh,2021,2W,79929,19126
Odisha,2021,4W,18116,5024
Madhya Pradesh,2017,2W,93893,22167
Delhi,2022,2W,83204,19587
West Bengal,2023,3W,38318,7878
Karnataka,2016,2W,90781,7395
Delhi,2021,4W,55999,15016
Bihar,2018,4W,89205,17886
Jharkhand,2023,3W,97972,26387
Maharashtra,2021,4W,107393,25555
Telangana,2019,3W,98675,20737
Tamil Nadu,2020,3W,88533,20402
West Bengal,2017,4W,72334,17670
Madhya Pradesh,2016,4W,128779,16513
Kerala,2018,4W,43584,8393
Rajasthan,2019,3W,102446,7079
Kerala,2016,3W,78733,12664
Haryana,2023,3W,68028,15112
West Bengal,2018,2W,178203,44087
Assam,2023,3W,80952,11667
Gujarat,2019,2W,50434,14764
Odisha,2024,4W,49978,7790
Telangana,2024,3W,86289,23992
Jharkhand,2024,3W,93660,16183
West Bengal,2023,4W,84855,18481
Tamil Nadu,2023,4W,97699,22070
Telangana,2016,3W,155551,35222
West Bengal,2016,4W,106995,50437
Tamil Nadu,2018,2W,56533,11464
Bihar,2024,4W,98747,29788
Jharkhand,2022,3W,103698,26902
Uttar Pradesh,2021,3W,65663,20919
Odisha,2023,3W,47390,12926
Maharashtra,2018,4W,113697,9523
Kerala,2023,2W,75479,25472
Gujarat,2023,3W,52529,19003
Jharkhand,2021,3W,82818,5896
Jharkhand,2023,4W,99913,10394
Maharashtra,2018,3W,70843,18414
Delhi,2020,4W,80504,18453
Odisha,2020,3W,105288,29696
Uttar Pradesh,2019,4W,69125,14791
Odisha,2024,2W,75521,10169
Assam,2024,2W,80165,18089
Rajasthan,2017,3W,53093,5306
Telangana,2018,2W,113553,24584
Jharkhand,2020,2W,79049,18461
Maharashtra,2023,3W,94731,5107
Chhattisgarh,2022,3W,70434,13747
Rajasthan,2021,4W,36258,7109
Delhi,2024,3W,104164,13422
Kerala,2017,3W,37037,6234
Odisha,2024,4W,46028,8180
Haryana,2019,4W,90587,38335
Kerala,2018,2W,107206,0
Delhi,2024,4W,67652,15856
Odisha,2021,2W,51934,6535
Maharashtra,2023,3W,68085,18503
Odisha,2019,3W,76365,4471
Haryana,2023,3W,39493,8709
Odisha,2016,3W,104790,16609
Telangana,2022,4W,96373,16350
Jharkhand,2020,3W,66222,3687
Odisha,2019,2W,102311,2253
Kerala,2019,4W,61090,4236
West Bengal,2022,2W,75670,17235
Delhi,2017,2W,89945,15251
Maharashtra,2021,3W,35023,9518
Odisha,2017,4W,82730,25571
Assam,2023,4W,67175,53
West Bengal,2023,3W,107944,12107
West Bengal,2023,4W,77896,13791
Punjab,2017,3W,70384,13544
Punjab,2017,4W,58585,11960
Kerala,2022,3W,95673,18426
Gujarat,2019,4W,51087,4227
Rajasthan,2023,2W,118832,18509
Assam,2021,4W,67176,20500
Telangana,2018,2W,121259,23547
Delhi,2020,3W,87282,26053
Chhattisgarh,2021,4W,97079,20694
Uttar Pradesh,2021,3W,64421,15278
Kerala,2017,2W,94002,0
Delhi,2022,3W,101704,3306
Jharkhand,2024,2W,62762,5600
Gujarat,2019,3W,89601,13468
Haryana,2019,4W,81092,17835
Uttar Pradesh,2016,3W,100200,32916
Kerala,2017,4W,125718,40696
Bihar,2020,4W,24744,6439
Bihar,2023,2W,75938,2601
Rajasthan,2024,2W,67852,18050
Haryana,2024,2W,78933,18446
Chhattisgarh,2017,4W,113233,21742
Assam,2016,4W,89260,7737
Gujarat,2018,4W,90987,29824
Haryana,2021,3W,117441,32987
Haryana,2017,4W,62814,21824
Delhi,2022,2W,58300,12588
Delhi,2019,3W,63044,22116
West Bengal,2022,4W,95361,23686
Kerala,2017,2W,58524,10462
Maharashtra,2016,3W,67786,5496
Assam,2023,3W,46876,7780
West Bengal,2016,3W,17444,4987
Assam,2020,2W,80074,5752
Maharashtra,2018,3W,68163,2629
Bihar,2023,4W,99729,4208
Madhya Pradesh,2021,2W,108459,7930
Chhattisgarh,2022,4W,104436,28253
Punjab,2020,2W,86155,22488
Haryana,2023,2W,7993,2328
Odisha,2017,3W,63255,14888
Punjab,2017,2W,61747,10936
Maharashtra,2024,2W,120695,16646
West Bengal,2023,3W,98494,28570
Bihar,2020,4W,88520,36227
Delhi,2019,4W,97567,21113
Tamil Nadu,2023,3W,98956,30236
Kerala,2016,4W,95482,0
Gujarat,2022,2W,54606,7154
Maharashtra,2018,4W,78636,23080
Haryana,2019,4W,53868,19447
Jharkhand,2021,4W,97403,42846
Uttar Pradesh,2020,4W,91763,36007
Haryana,2018,2W,118557,35059
Kerala,2016,3W,47506,9008
Kerala,2017,2W,160986,12556
Telangana,2022,2W,97281,12675
Maharashtra,2016,4W,93089,27779
Madhya Pradesh,2016,3W,146990,36125
Madhya Pradesh,2023,2W,76462,15893
Gujarat,2020,2W,93279,12232
Karnataka,2022,4W,88042,19453
West Bengal,2024,4W,93476,5958
Jharkhand,2016,3W,85769,6561
Telangana,2021,4W,70116,25766
Jharkhand,2021,4W,32819,13341
Tamil Nadu,2023,2W,164324,37844
West Bengal,2021,4W,71201,5857
Odisha,2022,3W,80440,17343
Rajasthan,2018,2W,51637,7810
West Bengal,2019,4W,52830,4152
Maharashtra,2023,2W,91708,29016
Tamil Nadu,2020,3W,124936,21066
Jharkhand,2022,4W,50421,14236
Tamil Nadu,2023,3W,83319,27462
Kerala,2018,4W,65249,5028
Assam,2023,4W,35012,1320
Telangana,2024,2W,63683,11401
Gujarat,2022,3W,1460,174
Madhya Pradesh,2017,2W,68394,15627
Haryana,2017,3W,74647,3720
Uttar Pradesh,2024,3W,115240,27286
Kerala,2019,3W,106837,25366
Chhattisgarh,2016,3W,151551,25179
West Bengal,2023,2W,72912,16417
Assam,2017,3W,55955,9258
Kerala,2019,4W,34314,5022
Delhi,2024,4W,84525,13622
Chhattisgarh,2020,2W,93661,12083
Rajasthan,2019,2W,68080,8445
West Bengal,2018,2W,109054,34022
Haryana,2016,2W,94058,14236
Maharashtra,2021,3W,58354,17926
Uttar Pradesh,2023,2W,14002,840
Punjab,2020,3W,83352,22804
West Bengal,2018,3W,87028,3192
Odisha,2022,4W,78445,19184
Maharashtra,2016,2W,109091,24623
Punjab,2022,2W,78545,1157
Madhya Pradesh,2021,2W,113393,35992
Bihar,2022,3W,36799,9284
Odisha,2020,4W,155765,27849
West Bengal,2017,4W,63720,0
Jharkhand,2023,3W,118296,25437
Assam,2018,2W,56208,2296
Tamil Nadu,2023,2W,69059,25031
Rajasthan,2018,4W,138521,20619
Karnataka,2016,4W,49505,5359
Maharashtra,2016,3W,87356,12865
Haryana,2023,2W,56242,14614
Bihar,2021,4W,95372,29531
Maharashtra,2024,3W,131701,57178
Assam,2017,2W,47830,5657
West Bengal,2018,2W,83328,25941
Punjab,2021,2W,69709,22184
Kerala,2016,2W,78641,20914
Kerala,2017,3W,66028,7672
Tamil Nadu,2017,4W,66430,2355
Chhattisgarh,2016,4W,38071,8182
West Bengal,2019,4W,36881,5863
Assam,2021,3W,47093,6148
Rajasthan,2018,2W,55159,6891
Kerala,2020,2W,74064,25025
Tamil Nadu,2024,2W,142053,33786
Kerala,2020,3W,99999,838
Chhattisgarh,2024,2W,87665,10192
Gujarat,2019,3W,126292,17783
Telangana,2023,3W,33085,5305
Assam,2017,3W,42231,4723
Odisha,2018,3W,83694,20926
Karnataka,2022,2W,92467,18515
Maharashtra,2018,3W,76423,11640
Tamil Nadu,2016,4W,39467,8544
Assam,2019,4W,77897,10352
Maharashtra,2017,3W,77092,15949
Delhi,2022,4W,91384,11071
Rajasthan,2023,2W,132206,25204
Odisha,2017,3W,44140,5365
Kerala,2020,2W,136236,33856
Maharashtra,2020,3W,93448,19050
Kerala,2023,2W,80777,18467
West Bengal,2017,4W,85660,25854
Karnataka,2024,3W,67104,14610
Chhattisgarh,2024,3W,43621,8851
Karnataka,2023,2W,65539,16297
Uttar Pradesh,2019,2W,65463,15643
Jharkhand,2022,3W,45981,3194
Maharashtra,2020,4W,68984,15843
Haryana,2020,3W,86083,12665
Kerala,2019,4W,97730,15216
West Bengal,2020,3W,90122,11377
Assam,2019,2W,66716,3574
Rajasthan,2020,3W,81937,4148
Tamil Nadu,2016,4W,117344,16781
Tamil Nadu,2019,3W,83021,14327
Bihar,2020,2W,76246,20821
Madhya Pradesh,2022,2W,92904,9060
Bihar,2024,3W,74719,15572
Tamil Nadu,2023,4W,98592,34187
Maharashtra,2019,4W,89886,23441
West Bengal,2017,2W,91393,14695
Uttar Pradesh,2019,3W,55866,2861
Telangana,2022,4W,75913,4980
Jharkhand,2022,3W,27055,4786
Delhi,2019,3W,90930,8890
Jharkhand,2023,2W,21059,593
Karnataka,2016,4W,101785,24953
Jharkhand,2017,2W,42019,7923
Telangana,2024,2W,21828,6759
Tamil Nadu,2016,3W,89539,21525
Madhya Pradesh,2016,4W,113170,26990
Telangana,2018,4W,89085,21872
Gujarat,2021,3W,82795,5517
Jharkhand,2021,3W,58205,13208
Chhattisgarh,2016,3W,153835,16459
Uttar Pradesh,2016,2W,131285,36829
Odisha,2019,3W,66629,17180
Uttar Pradesh,2018,4W,85637,15035
Tamil Nadu,2018,3W,16882,2246
Kerala,2016,3W,49679,10995
Chhattisgarh,2023,2W,105666,21945
Maharashtra,2018,2W,4602,742
Telangana,2020,2W,91869,23881
Delhi,2016,2W,47074,4965
West Bengal,2018,2W,51597,4671
West Bengal,2017,2W,86455,17581
Madhya Pradesh,2022,4W,81429,6668
Uttar Pradesh,2016,4W,60566,10536
Rajasthan,2020,2W,25500,0
Assam,2017,3W,88212,26071
Assam,2024,4W,77824,23059
Delhi,2023,4W,68382,0
Maharashtra,2018,3W,21326,0
Uttar Pradesh,2022,4W,87907,13917
Gujarat,2019,3W,104672,8520
Madhya Pradesh,2016,2W,108459,7323
Odisha,2018,2W,115556,30235
Maharashtra,2021,2W,21769,5928
Punjab,2021,3W,104613,35045
Chhattisgarh,2019,2W,90994,31148
West Bengal,2022,2W,65568,28855
Punjab,2018,4W,76455,9679
Punjab,2016,3W,100885,9476
West Bengal,2018,3W,93192,16134
Odisha,2023,3W,90764,18775
Madhya Pradesh,2023,2W,87665,7404
Telangana,2022,3W,89229,18640
Jharkhand,2020,4W,128637,32797
Odisha,2021,4W,54564,1719
Tamil Nadu,2017,3W,76438,17425
Haryana,2021,4W,108584,43860
Madhya Pradesh,2020,3W,131414,4257
Uttar Pradesh,2023,3W,64578,14335
Karnataka,2024,4W,9189,1554
West Bengal,2016,2W,120931,23660
Punjab,2018,2W,76570,0
Bihar,2017,3W,88154,25805
Jharkhand,2016,3W,92515,10159
Jharkhand,2017,2W,138580,6753
