year,month,state,city,vehicle_category,fuel_type,manufacturer,model_name,registrations
2024,2,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,542
2024,2,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,944
2024,2,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,5643
2024,2,Delhi,Delhi,4W,ICE,Hyundai,Creta,4992
2024,2,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,937
2024,2,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,914
2024,2,Delhi,Delhi,4W,EV,MG Motor,ZS EV,553
2024,2,Delhi,Delhi,2W,ICE,Honda,Activa 6G,6976
2024,2,Delhi,Delhi,2W,ICE,TVS,Jupiter,4392
2024,2,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,1187
2024,2,Delhi,Delhi,2W,EV,Ather Energy,450X,379
2024,2,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,7440
2024,2,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,5201
2024,2,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,1182
2024,2,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,805
2024,2,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,777
2024,2,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,5831
2024,2,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,2422
2024,2,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,563
2024,2,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,449
2024,2,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,6600
2024,2,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,8100
2024,2,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,361
2024,2,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,950
2024,2,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,602
2024,2,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,9171
2024,2,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,6440
2024,2,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,323
2024,2,Karnataka,Mysuru,2W,EV,Ather Energy,450X,815
2024,2,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,3816
2024,2,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,7224
2024,2,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,607
2024,2,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,710
2024,2,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,626
2024,2,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,3514
2024,2,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,3520
2024,2,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,925
2024,2,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,1195
2024,2,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,4338
2024,2,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,3752
2024,2,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,405
2024,2,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,522
2024,2,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,534
2024,2,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,3276
2024,2,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,7308
2024,2,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,621
2024,2,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,526
2024,2,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,4221
2024,2,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,8740
2024,2,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,1110
2024,2,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,960
2024,2,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,1003
2024,2,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,6462
2024,2,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,10340
2024,2,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,664
2024,2,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,835
2024,2,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,9032
2024,2,Gujarat,Surat,4W,ICE,Hyundai,Creta,6696
2024,2,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,859
2024,2,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,685
2024,2,Gujarat,Surat,4W,EV,MG Motor,ZS EV,771
2024,2,Gujarat,Surat,2W,ICE,Honda,Activa 6G,8288
2024,2,Gujarat,Surat,2W,ICE,TVS,Jupiter,2676
2024,2,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,396
2024,2,Gujarat,Surat,2W,EV,Ather Energy,450X,329
2024,2,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,8496
2024,2,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,7038
2024,2,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,481
2024,2,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,1122
2024,2,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,576
2024,2,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,10044
2024,2,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,5789
2024,2,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,706
2024,2,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,357
2024,2,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,4656
2024,2,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,7336
2024,2,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,588
2024,2,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,1116
2024,2,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,648
2024,2,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,6480
2024,2,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,1998
2024,2,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,878
2024,2,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,324
2024,2,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,3984
2024,2,Kerala,Kochi,4W,ICE,Hyundai,Creta,6461
2024,2,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,406
2024,2,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,477
2024,2,Kerala,Kochi,4W,EV,MG Motor,ZS EV,609
2024,2,Kerala,Kochi,2W,ICE,Honda,Activa 6G,4548
2024,2,Kerala,Kochi,2W,ICE,TVS,Jupiter,7539
2024,2,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,584
2024,2,Kerala,Kochi,2W,EV,Ather Energy,450X,1179
2024,2,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,5103
2024,2,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,6730
2024,2,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,439
2024,2,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,805
2024,2,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,342
2024,2,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,5600
2024,2,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,8976
2024,2,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,406
2024,2,Kerala,Trivandrum,2W,EV,Ather Energy,450X,587
2024,3,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,2232
2024,3,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,3060
2024,3,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,1194
2024,3,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,844
2024,3,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,461
2024,3,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,4305
2024,3,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,6760
2024,3,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,1049
2024,3,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,1047
2024,3,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,2331
2024,3,Maharashtra,Pune,4W,ICE,Hyundai,Creta,4347
2024,3,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,704
2024,3,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,913
2024,3,Maharashtra,Pune,4W,EV,MG Motor,ZS EV,696
2024,3,Maharashtra,Pune,2W,ICE,Honda,Activa 6G,6192
2024,3,Maharashtra,Pune,2W,ICE,TVS,Jupiter,8496
2024,3,Maharashtra,Pune,2W,EV,Ola Electric,S1 Pro,364
2024,3,Maharashtra,Pune,2W,EV,Ather Energy,450X,664
2024,3,Maharashtra,Nagpur,4W,ICE,Maruti Suzuki,Swift,4552
2024,3,Maharashtra,Nagpur,4W,ICE,Hyundai,Creta,7695
2024,3,Maharashtra,Nagpur,4W,EV,Tata Motors,Nexon EV,327
2024,3,Maharashtra,Nagpur,4W,EV,Tata Motors,Tiago EV,641
2024,3,Maharashtra,Nagpur,4W,EV,MG Motor,ZS EV,481
2024,3,Maharashtra,Nagpur,2W,ICE,Honda,Activa 6G,2424
2024,3,Maharashtra,Nagpur,2W,ICE,TVS,Jupiter,5012
2024,3,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,672
2024,3,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,612
2024,3,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,4296
2024,3,Delhi,Delhi,4W,ICE,Hyundai,Creta,7680
2024,3,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,1180
2024,3,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,944
2024,3,Delhi,Delhi,4W,EV,MG Motor,ZS EV,311
2024,3,Delhi,Delhi,2W,ICE,Honda,Activa 6G,3090
2024,3,Delhi,Delhi,2W,ICE,TVS,Jupiter,7819
2024,3,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,831
2024,3,Delhi,Delhi,2W,EV,Ather Energy,450X,617
2024,3,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,4878
2024,3,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,5895
2024,3,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,1095
2024,3,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,655
2024,3,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,1105
2024,3,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,6488
2024,3,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,8128
2024,3,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,913
2024,3,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,935
2024,3,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,7287
2024,3,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,8169
2024,3,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,867
2024,3,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,657
2024,3,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,374
2024,3,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,5400
2024,3,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,6610
2024,3,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,974
2024,3,Karnataka,Mysuru,2W,EV,Ather Energy,450X,1164
2024,3,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,10940
2024,3,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,3464
2024,3,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,372
2024,3,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,852
2024,3,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,492
2024,3,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,6606
2024,3,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,4944
2024,3,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,1084
2024,3,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,1198
2024,3,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,7856
2024,3,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,4280
2024,3,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,866
2024,3,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,1090
2024,3,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,401
2024,3,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,2936
2024,3,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,10410
2024,3,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,786
2024,3,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,611
2024,3,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,5260
2024,3,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,3549
2024,3,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,1181
2024,3,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,691
2024,3,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,645
2024,3,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,7050
2024,3,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,6804
2024,3,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,775
2024,3,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,690
2024,3,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,6820
2024,3,Gujarat,Surat,4W,ICE,Hyundai,Creta,3328
2024,3,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,824
2024,3,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,1171
2024,3,Gujarat,Surat,4W,EV,MG Motor,ZS EV,406
2024,3,Gujarat,Surat,2W,ICE,Honda,Activa 6G,3248
2024,3,Gujarat,Surat,2W,ICE,TVS,Jupiter,4784
2024,3,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,751
2024,3,Gujarat,Surat,2W,EV,Ather Energy,450X,876
2024,3,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,7520
2024,3,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,7976
2024,3,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,561
2024,3,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,1188
2024,3,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,1104
2024,3,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,5236
2024,3,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,2184
2024,3,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,519
2024,3,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,356
2024,3,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,10710
2024,3,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,7821
2024,3,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,911
2024,3,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,595
2024,3,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,1063
2024,3,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,3400
2024,3,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,5243
2024,3,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,453
2024,3,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,1056
2024,3,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,8487
2024,3,Kerala,Kochi,4W,ICE,Hyundai,Creta,7546
2024,3,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,1141
2024,3,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,904
2024,3,Kerala,Kochi,4W,EV,MG Motor,ZS EV,335
2024,3,Kerala,Kochi,2W,ICE,Honda,Activa 6G,3270
2024,3,Kerala,Kochi,2W,ICE,TVS,Jupiter,7389
2024,3,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,575
2024,3,Kerala,Kochi,2W,EV,Ather Energy,450X,607
2024,3,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,5968
2024,3,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,7328
2024,3,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,714
2024,3,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,943
2024,3,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,457
2024,3,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,9232
2024,3,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,6856
2024,3,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,957
2024,3,Kerala,Trivandrum,2W,EV,Ather Energy,450X,500
2024,4,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,8057
2024,4,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,3460
2024,4,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,676
2024,4,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,652
2024,4,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,662
2024,4,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,9150
2024,4,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,8080
2024,4,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,891
2024,4,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,989
2024,4,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,6912
2024,4,Maharashtra,Pune,4W,ICE,Hyundai,Creta,2232
2024,4,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,1044
2024,4,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,652
2024,4,Maharashtra,Pune,4W,EV,MG Motor,ZS EV,525
2024,4,Maharashtra,Pune,2W,ICE,Honda,Activa 6G,3312
2024,4,Maharashtra,Pune,2W,ICE,TVS,Jupiter,4120
2024,4,Maharashtra,Pune,2W,EV,Ola Electric,S1 Pro,435
2024,4,Maharashtra,Pune,2W,EV,Ather Energy,450X,457
2024,4,Maharashtra,Nagpur,4W,ICE,Maruti Suzuki,Swift,6120
2024,4,Maharashtra,Nagpur,4W,ICE,Hyundai,Creta,3132
2024,4,Maharashtra,Nagpur,4W,EV,Tata Motors,Nexon EV,1010
2024,4,Maharashtra,Nagpur,4W,EV,Tata Motors,Tiago EV,1138
2024,4,Maharashtra,Nagpur,4W,EV,MG Motor,ZS EV,824
2024,4,Maharashtra,Nagpur,2W,ICE,Honda,Activa 6G,5145
2024,4,Maharashtra,Nagpur,2W,ICE,TVS,Jupiter,8022
2024,4,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,663
2024,4,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,991
2024,4,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,6786
2024,4,Delhi,Delhi,4W,ICE,Hyundai,Creta,7980
2024,4,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,599
2024,4,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,913
2024,4,Delhi,Delhi,4W,EV,MG Motor,ZS EV,465
2024,4,Delhi,Delhi,2W,ICE,Honda,Activa 6G,6832
2024,4,Delhi,Delhi,2W,ICE,TVS,Jupiter,9306
2024,4,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,1032
2024,4,Delhi,Delhi,2W,EV,Ather Energy,450X,862
2024,4,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,8384
2024,4,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,11360
2024,4,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,752
2024,4,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,321
2024,4,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,943
2024,4,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,4914
2024,4,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,8120
2024,4,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,479
2024,4,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,1150
2024,4,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,9910
2024,4,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,3222
2024,4,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,773
2024,4,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,622
2024,4,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,734
2024,4,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,7770
2024,4,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,6340
2024,4,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,1089
2024,4,Karnataka,Mysuru,2W,EV,Ather Energy,450X,911
2024,4,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,4224
2024,4,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,4194
2024,4,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,906
2024,4,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,1105
2024,4,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,992
2024,4,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,9240
2024,4,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,2432
2024,4,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,753
2024,4,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,380
2024,4,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,3636
2024,4,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,2658
2024,4,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,399
2024,4,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,1090
2024,4,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,304
2024,4,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,11030
2024,4,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,3801
2024,4,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,370
2024,4,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,1014
2024,4,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,7679
2024,4,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,3080
2024,4,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,1111
2024,4,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,430
2024,4,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,580
2024,4,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,3969
2024,4,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,9950
2024,4,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,516
2024,4,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,360
2024,4,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,10360
2024,4,Gujarat,Surat,4W,ICE,Hyundai,Creta,8550
2024,4,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,954
2024,4,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,656
2024,4,Gujarat,Surat,4W,EV,MG Motor,ZS EV,1083
2024,4,Gujarat,Surat,2W,ICE,Honda,Activa 6G,3912
2024,4,Gujarat,Surat,2W,ICE,TVS,Jupiter,9738
2024,4,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,325
2024,4,Gujarat,Surat,2W,EV,Ather Energy,450X,1087
2024,4,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,11970
2024,4,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,6318
2024,4,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,1154
2024,4,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,517
2024,4,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,532
2024,4,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,4487
2024,4,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,7970
2024,4,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,515
2024,4,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,1194
2024,4,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,4025
2024,4,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,5054
2024,4,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,1178
2024,4,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,994
2024,4,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,720
2024,4,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,3176
2024,4,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,3042
2024,4,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,876
2024,4,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,961
2024,4,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,6756
2024,4,Kerala,Kochi,4W,ICE,Hyundai,Creta,2340
2024,4,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,905
2024,4,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,938
2024,4,Kerala,Kochi,4W,EV,MG Motor,ZS EV,679
2024,4,Kerala,Kochi,2W,ICE,Honda,Activa 6G,5406
2024,4,Kerala,Kochi,2W,ICE,TVS,Jupiter,2905
2024,4,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,425
2024,4,Kerala,Kochi,2W,EV,Ather Energy,450X,476
2024,4,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,4416
2024,4,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,9720
2024,4,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,635
2024,4,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,959
2024,4,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,717
2024,4,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,11960
2024,4,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,4600
2024,4,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,343
2024,4,Kerala,Trivandrum,2W,EV,Ather Energy,450X,1116
2024,5,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,5740
2024,5,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,9936
2024,5,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,360
2024,5,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,776
2024,5,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,936
2024,5,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,6624
